Genome	eCruises_2018-2021_MAGs_1903buk1_0m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903buk1_0m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903buk2_0m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903buk2_0m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903buk3_0m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903buk3_0m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903buk4_0m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903buk4_0m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903_buk5-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903_buk5-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903_buk6-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903_buk6-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c111_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c111_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c111_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c111_10m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c111_10m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c111_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c111_5m-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c114_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c114_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c114_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c114_10m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c114_10m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c114_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c114_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c117_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c117_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c117_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c117_50m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c117_50m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c117_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c117_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c118_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c118_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c118_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c118_23m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c118_23m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c118_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c118_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c119_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c119_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c119_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c119_11m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c119_11m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c119_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c122_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c122_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c122_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c122_28m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c122_28m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c122_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c122_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c123_10m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c123_10m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c123_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c123_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c123_70m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c123_70m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c123_70m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c124_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c124_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c124_15m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c124_15m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c124_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c124_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c126_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c126_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c126_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c126_45m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c126_45m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c126_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c126_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c127_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c127_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c127_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c127_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c127_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c127_7m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c127_7m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c129_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c129_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c129_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c129_26m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c129_26m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c129_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c129_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c134_12m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c144_13m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c144_13m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c144_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c144_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c144_60m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c144_60m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_1903c144_60m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c107_10m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c107_10m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c107_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c107_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c107_75m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c107_75m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c107_75m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c135_13m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c135_13m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c135_5m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c135_5m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c135_70m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c135_70m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c135_70m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c138_100m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c138_100m-2-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c138_100m-3-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c138_12m-1-sorted Relative Abundance (%)	eCruises_2018-2021_MAGs_Las19c138_27m-1-sorted Relative Abundance (%)
unmapped	100	89.77045	87.436295	75.653496	88.46916	90.42071	91.62734	83.45378	75.776054	75.08788	63.8226	67.73236	75.084724	72.97669	70.33683	72.68332	75.62823	70.63793	72.349915	71.57937	73.51806	70.45758	80.2074	75.974144	97.93536	86.50672	71.21877	66.582634	70.140755	74.21584	79.69805	84.87709	91.33918	77.72813	76.88751	74.25801	73.88799	74.257484	68.82768	69.55653	76.27434	76.4139	69.43361	77.555725	70.85592	73.158394	72.80186	75.8277	69.97503	70.45312	62.95731	63.723755	63.632576	78.64309	80.58449	80.06437	79.73236	71.418335	66.66217	66.781586	72.44143	68.904434	73.413246	76.97137	68.13919	64.23647	85.589874	79.357216	82.08758	75.90722	74.07706	63.85625	63.308685	67.69798	74.43632	68.827805	58.270008	58.279984	77.50367	76.59124	76.11181	75.54259	74.80727	68.903984	73.530045	49.473816	53.303696	81.2559	74.0483	78.18936	66.00652	65.946724	73.14798	73.38729	76.19535	64.91839	68.731064	69.77887	64.00732	76.19154	74.24707	80.702736	73.74283	85.78637	72.53338	76.30101	73.06415	70.1476	71.644844	71.044945	71.65078	100	71.759285	NaN
1903c117-100m-2-MaxBin2-002-Lasker2019	NaN	0	0	0	0	0	0	0	0	0	0	0	0.33777884	0.41672766	0.466221	0	0	0	0	0.3737984	0.3587469	0.39328235	0	0	0	0	0.47134307	0.55678767	0.49217805	0	0	0	0	0.31737068	0.3160996	0.3703322	0	0	0	0	0.32830405	0.32590452	0.1579999	0	0	0	0.44250014	0.34122148	0.4889599	0	0	0	0	0	0	0	0	0.09405748	0.07594926	0.07283909	0.3408558	0.38420096	0	0	0	0	0.17695273	0.27471104	0.25434917	0	0	0	0	0.5200621	0.29599538	0.5236062	0	0	0	0	0.37969753	0.3880154	0.39409855	0	0	0	0	0.047450345	0	0	0	0	0.24337947	0.2219438	0.19286557	0	0	0	0.06622446	0.30195007	0.39548892	0.23639755	0	0	0	0	0.17656404	0.2828839	0.2624957	0.42100245	0.40457255	NaN	0	NaN
1903c122-100m-2-MaxBin2-021-Lasker2019	NaN	0	0	0	0	0	0	0	0	0	0	0	0.11793768	0.22663383	0.23091576	0	0	0	0	0.23178467	0.25790966	0.31993136	0	0	0	0	0.18927847	0.20578018	0.18291906	0	0	0	0	0.106894985	0.11965088	0.14811401	0	0	0	0	0.24279848	0.24998531	0.07489792	0	0	0	0.2165853	0.14051457	0.25759515	0	0	0	0	0	0	0	0	0.05476673	0.0264938	0.0252717	0.23723727	0.25884584	0	0	0	0	0.07078569	0.23072578	0.1450894	0	0	0	0	0.26448128	0.09087711	0.23400469	0	0	0	0	0.18155865	0.21855192	0.22797364	0	0	0	0	0	0	0	0	0	0.056095473	0.04950214	0.043966997	0	0	0	0.010024176	0.07789247	0.17061928	0.06654548	0	0	0	0	0.03554017	0.07385678	0.07631742	0.117223114	0.09898778	NaN	0	NaN
1903c122-5m-2-MaxBin2-008-Lasker2019	NaN	0	0	0.12770468	0	0	0	0	0.44116005	0.43749586	0.10851588	0.06623503	0	0	0	0.12183125	0.11661357	0.10730525	0.12858054	0	0	0	0	0	0	0	0	0.008044883	0	0.07927913	0.07066411	0.08737095	0	0.011564665	0.013496749	0.013889876	0.28738117	0.27184027	0.34831223	0.38039947	0	0	0.06511096	0	0.085269816	0.07391613	0	0	0	0.18160678	0.36783472	0.45087105	0.46206027	0.0402207	0.03282972	0.032761402	0.04072111	0.050043393	0.06249632	0.0595103	0.012005166	0.01491772	0.04948699	0.042004295	0.081843995	0.08268952	0	0	0	0.22466841	0.23431447	0.437697	0.31691578	0	0	0	0.1642578	0.1583262	0.054966934	0.056219954	0	0	0	0.25715387	0.27259383	0.30899328	0.3751872	0.09632524	0.13779803	0.05097815	0.114001624	0.11569553	0	0	0	0.055118456	0.081390224	0.04180071	0.059667345	0.009413331	0	0	0.0981765	0	0.09208332	0.056994915	0	0	0	0	0	NaN	0.060698386	NaN
1903c123-70m-2-MaxBin2-008-Lasker2019	NaN	0	0	0	0	0	0	0	0	0	0	0	0.4777605	0.870523	0.9181689	0.15095206	0.2643486	0.078444965	0.14615688	0.44456056	0.4891762	0.6029114	0	0.15578821	0	0	0.9391849	0.95841867	0.91932803	0.04898488	0	0	0	0.4012513	0.41730398	0.5249719	0	0	0	0	0.5600413	0.56899035	0.2132984	0	0	0	0.99111766	0.5061879	1.076691	0.057821553	0.18881395	0	0	0.1397726	0.15834604	0.14853266	0.14593534	0.6678078	0.39905855	0.28831613	0.65782017	0.6923912	0.10325359	0.11470708	0.14630021	0.10052801	0.18291885	0.56740975	0.39435297	0	0.057584632	0	0	0.9271761	0.33665186	0.9103064	0	0	0	0	0.62985474	0.72971886	0.8079656	0	0	0	0	0.04383502	0	0	0	0	0.29613557	0.25999847	0.22252855	0.054807387	0.12025384	0.05700895	0.10202369	0.4027165	0.8031114	0.32546142	0	0	0	0	0.21161428	0.42904654	0.40199503	0.5179229	0.4663574	NaN	0	NaN
D0053A-S2-MaxBin2-006	NaN	0	0	0	0	0	0	0	0	0	0	0	0.23744296	0.08253839	0.091604255	0	0	0	0	0.21150856	0.14965579	0.12419856	0	0	0	0	0.08515023	0.13186418	0.10559637	0	0	0	0	0.15573406	0.15931994	0.145303	0	0	0	0	0.06445264	0.051937852	0.0703131	0	0	0	0.09002426	0.23625454	0.106639266	0	0	0	0	0	0	0	0	0.01681033	0.05501945	0.053814195	0.09396918	0.1265333	0	0	0	0	0.28535053	0.06648375	0.13244593	0	0	0	0	0.13950281	0.31509033	0.12487814	0	0	0	0	0.14675725	0.11365268	0.096029125	0	0	0	0	0.0464733	0	0	0	0	0.20070098	0.20601487	0.15818533	0.03623793	0.022787806	0.02236082	0.07566462	0.23662324	0.09007773	0.15919901	0	0	0	0	0.20348836	0.18445332	0.18382554	0.30981937	0.31733462	NaN	0	NaN
D0053A-S2-MaxBin2-036	NaN	0	0	0	0	0	0	0	0	0	0	0	0.3557254	0.30990577	0.34366637	0	0	0	0	0.4525778	0.3974592	0.40150592	0	0	0	0	0.28612658	0.32630137	0.29140323	0	0	0	0	0.31985337	0.3233592	0.32436123	0	0	0	0	0.31837854	0.3161092	0.1657996	0	0	0	0.33062258	0.3674695	0.36614162	0	0	0	0	0.039709862	0	0	0.03847175	0.061952073	0.070104286	0.06917938	0.27929637	0.3055325	0	0	0	0	0.47332716	0.40855655	0.49779317	0	0	0	0	0.4204001	0.3554907	0.39894077	0	0	0	0	0.415168	0.3815681	0.36555743	0	0	0	0	0	0	0	0	0	0.17967184	0.16531803	0.15430893	0.04041841	0.05578828	0.03144038	0.07223545	0.29122752	0.28743875	0.26898974	0	0	0	0	0.15772657	0.20876458	0.19158106	0.3720051	0.370014	NaN	0	NaN
D0053A-S2-MaxBin2-040	NaN	0	0	0	0	0	0	0	0	0	0	0	0.32194707	0.3342285	0.3783854	0	0	0	0	0.33745754	0.30692202	0.31195518	0	0	0	0	0.3313603	0.390272	0.32420206	0	0	0	0	0.22867505	0.24328758	0.26172024	0	0	0	0	0.40036383	0.4179978	0.19075356	0	0	0	0.3362966	0.31711712	0.37532106	0	0	0	0	0.028120734	0.025046064	0	0.025341464	0.06738402	0.067597814	0.06513364	0.26497445	0.2789687	0.035820305	0	0.015851269	0	0.1856479	0.19935009	0.17613111	0	0	0	0	0.3863923	0.31389576	0.34987646	0	0	0	0	0.2489502	0.2570358	0.27530932	0	0	0	0	0	0	0	0	0	0.20695381	0.18360955	0.17949593	0.030591277	0.052892577	0.02602946	0.055881254	0.21068275	0.25466752	0.20110245	0	0	0	0	0.1825312	0.24229084	0.2134712	0.3229263	0.29422903	NaN	0	NaN
D0057A-S3-MaxBin2-011	NaN	0	0	0.2203616	0.29546	0	0	0	0.4244567	0.419279	0.07365325	0.047014814	0	0	0	0.18624647	0.18270807	0.17120276	0.19451389	0	0	0	0	0	0	0	0	0	0	0.06647718	0.072067514	0.13855998	0	0	0	0.011351174	0.5282937	0.52274024	0.6422907	0.7041603	0	0	0.07777389	0	0.11853505	0.08584315	0	0	0	0.3071551	0.7463996	0.64418054	0.40833572	0.0696064	0.063365966	0.06033949	0.06849357	0.09900089	0.094272666	0.087804005	0	0	0.0703411	0.052777067	0.079446495	0.088707715	0	0	0	0.23145536	0.24474932	0.85081416	0.50578684	0	0	0	0.22374833	0.19938469	0.056493185	0.056130107	0	0	0	0.29062438	0.3753952	0.5213887	0.6753624	0.034353573	0	0	0.03577838	0.03679068	0	0	0	0.06977601	0.13548355	0.058117855	0.081899464	0.006961353	0	0	0.052826535	0	0.058861684	0.032810047	0	0	0	0	0	NaN	0	NaN
D0057A-S3-MaxBin2-044	NaN	0	0	0.14113991	0	0	0	0	0.060583994	0.054994285	0.04673693	0	0	0	0	0.09649968	0.09747817	0.08199662	0.097898625	0	0	0	0	0.14496925	0	0	0	0	0	0.12408847	0.120611496	0.078419104	0	0	0.012015827	0.016502935	0	0	0.18998711	0.2236321	0	0	0.13039172	0	0.20421648	0.17337577	0	0	0	0.25287458	0.61708003	0.112476684	0.070864394	0.06288491	0.056668155	0.05766105	0.0670446	0.1191304	0.106571235	0.10209218	0	0	0.06724028	0.056584153	0.07705401	0.087461226	0	0	0	0.046263803	0.04792603	0.14780305	0.08851019	0	0	0	0.17254725	0.16777323	0.044395242	0.047936592	0	0	0	0.16386925	0.20514356	0.34937462	0.43047345	0	0	0	0.018456561	0.019752441	0	0	0	0.22076286	0.4088678	0.17911187	0.23379049	0.011003538	0	0	0	0	0.04114681	0.025184024	0	0	0	0	0	NaN	0	NaN
